Millis,DutyCycle,ADC,Voltage(V),Resistance(ohm),LUX
1873, 0.0, 17.00, 0.01V, 2399411.75, 0.46
1931, 0.0, 16.20, 0.01V, 2518395.00, 0.44
1990, 0.0, 16.40, 0.01V, 2487561.00, 0.44
2048, 0.0, 14.20, 0.01V, 2874507.25, 0.39
2107, 0.0, 16.80, 0.01V, 2428095.50, 0.45
2165, 0.0, 17.80, 0.01V, 2291123.75, 0.48
2224, 0.0, 16.40, 0.01V, 2487561.00, 0.44
2282, 0.0, 18.00, 0.01V, 2265555.50, 0.48
2341, 0.0, 17.20, 0.01V, 2371395.25, 0.46
2399, 0.0, 20.00, 0.02V, 2038000.00, 0.52
2458, 0.0, 17.40, 0.01V, 2344023.00, 0.47
2517, 0.0, 16.80, 0.01V, 2428095.50, 0.45
2575, 0.0, 16.00, 0.01V, 2550000.00, 0.43
2634, 0.0, 21.60, 0.02V, 1886296.25, 0.56
2692, 0.0, 14.00, 0.01V, 2915714.00, 0.39
2751, 0.0, 17.60, 0.01V, 2317272.75, 0.47
2809, 0.0, 17.80, 0.01V, 2291123.75, 0.48
2868, 0.0, 16.20, 0.01V, 2518395.00, 0.44
2926, 0.0, 13.00, 0.01V, 3140769.25, 0.36
2985, 0.0, 16.80, 0.01V, 2428095.50, 0.45
3043, 0.0, 21.20, 0.02V, 1922075.50, 0.55
3102, 0.0, 16.40, 0.01V, 2487561.00, 0.44
3160, 0.0, 16.40, 0.01V, 2487561.00, 0.44
3219, 0.0, 16.20, 0.01V, 2518395.00, 0.44
3278, 0.0, 16.20, 0.01V, 2518395.00, 0.44
3336, 0.0, 17.40, 0.01V, 2344023.00, 0.47
3395, 0.0, 14.60, 0.01V, 2795479.50, 0.40
3453, 0.0, 20.60, 0.02V, 1978349.50, 0.54
3512, 0.0, 12.00, 0.01V, 3403333.50, 0.34
3570, 0.0, 13.60, 0.01V, 3001764.50, 0.38
3629, 0.0, 17.60, 0.01V, 2317272.75, 0.47
3687, 0.0, 16.80, 0.01V, 2428095.50, 0.45
3746, 0.0, 17.40, 0.01V, 2344023.00, 0.47
3804, 0.0, 12.00, 0.01V, 3403333.50, 0.34
3863, 0.0, 16.20, 0.01V, 2518395.00, 0.44
3921, 0.0, 16.60, 0.01V, 2457470.00, 0.45
3980, 0.0, 13.80, 0.01V, 2958115.75, 0.38
4039, 0.0, 17.00, 0.01V, 2399411.75, 0.46
4097, 0.0, 16.60, 0.01V, 2457470.00, 0.45
4156, 0.0, 17.00, 0.01V, 2399411.75, 0.46
4214, 0.0, 16.20, 0.01V, 2518395.00, 0.44
4273, 0.0, 15.00, 0.01V, 2720666.50, 0.41
4331, 0.0, 14.60, 0.01V, 2795479.50, 0.40
4390, 0.0, 15.80, 0.01V, 2582405.00, 0.43
4448, 0.0, 16.80, 0.01V, 2428095.50, 0.45
4507, 0.0, 14.40, 0.01V, 2834444.50, 0.40
4565, 0.0, 16.40, 0.01V, 2487561.00, 0.44
4624, 0.0, 11.20, 0.01V, 3647143.00, 0.32
4682, 0.0, 16.00, 0.01V, 2550000.00, 0.43
4741, 0.0, 15.00, 0.01V, 2720666.50, 0.41
4800, 0.0, 17.60, 0.01V, 2317272.75, 0.47
4858, 0.0, 18.20, 0.01V, 2240549.25, 0.48
4917, 0.0, 14.00, 0.01V, 2915714.00, 0.39
4975, 0.0, 16.60, 0.01V, 2457470.00, 0.45
5034, 0.0, 16.60, 0.01V, 2457470.00, 0.45
5092, 0.0, 16.80, 0.01V, 2428095.50, 0.45
5151, 0.0, 14.60, 0.01V, 2795479.50, 0.40
5209, 0.0, 16.80, 0.01V, 2428095.50, 0.45
5268, 0.0, 13.80, 0.01V, 2958115.75, 0.38
5326, 0.0, 18.20, 0.01V, 2240549.25, 0.48
5385, 0.0, 12.60, 0.01V, 3240793.50, 0.36
5443, 0.0, 16.20, 0.01V, 2518395.00, 0.44
5502, 0.0, 16.60, 0.01V, 2457470.00, 0.45
5561, 0.0, 17.20, 0.01V, 2371395.25, 0.46
5619, 0.0, 16.60, 0.01V, 2457470.00, 0.45
5678, 0.0, 17.20, 0.01V, 2371395.25, 0.46
5736, 0.0, 18.00, 0.01V, 2265555.50, 0.48
5795, 0.0, 17.40, 0.01V, 2344023.00, 0.47
5853, 0.0, 16.60, 0.01V, 2457470.00, 0.45
5912, 0.0, 12.00, 0.01V, 3403333.50, 0.34
5970, 0.0, 20.20, 0.02V, 2017722.62, 0.53
6029, 0.1, 16.80, 0.01V, 2428095.50, 0.45
6088, 0.1, 14.20, 0.01V, 2874507.25, 0.39
6147, 0.1, 17.40, 0.01V, 2344023.00, 0.47
6205, 0.1, 18.00, 0.01V, 2265555.50, 0.48
6264, 0.1, 24.40, 0.02V, 1668688.50, 0.62
6323, 0.1, 16.60, 0.01V, 2457470.00, 0.45
6381, 0.1, 19.40, 0.02V, 2101340.25, 0.51
6440, 0.1, 21.40, 0.02V, 1904018.88, 0.56
6499, 0.1, 18.00, 0.01V, 2265555.50, 0.48
6557, 0.1, 21.40, 0.02V, 1904018.88, 0.56
6616, 0.1, 18.40, 0.01V, 2216087.00, 0.49
6675, 0.1, 18.60, 0.01V, 2192150.50, 0.49
6733, 0.1, 18.40, 0.01V, 2216087.00, 0.49
6792, 0.1, 22.20, 0.02V, 1835045.00, 0.57
6851, 0.1, 22.00, 0.02V, 1851818.25, 0.57
6909, 0.1, 19.00, 0.02V, 2145789.50, 0.50
6968, 0.1, 22.20, 0.02V, 1835045.00, 0.57
7027, 0.1, 21.00, 0.02V, 1940476.25, 0.55
7085, 0.1, 21.20, 0.02V, 1922075.50, 0.55
7144, 0.1, 24.20, 0.02V, 1682562.00, 0.62
7203, 0.1, 24.20, 0.02V, 1682562.00, 0.62
7261, 0.1, 24.00, 0.02V, 1696666.75, 0.61
7320, 0.1, 23.80, 0.02V, 1711008.50, 0.61
7379, 0.1, 25.60, 0.02V, 1589999.88, 0.65
7437, 0.1, 24.80, 0.02V, 1641613.00, 0.63
7496, 0.1, 24.40, 0.02V, 1668688.50, 0.62
7555, 0.1, 26.40, 0.02V, 1541515.25, 0.66
7613, 0.1, 25.40, 0.02V, 1602598.38, 0.64
7672, 0.1, 24.60, 0.02V, 1655040.62, 0.62
7731, 0.1, 22.60, 0.02V, 1802389.38, 0.58
7790, 0.1, 25.60, 0.02V, 1589999.88, 0.65
7849, 0.1, 25.20, 0.02V, 1615396.75, 0.64
7907, 0.1, 25.40, 0.02V, 1602598.38, 0.64
7966, 0.1, 23.00, 0.02V, 1770869.50, 0.59
8025, 0.1, 28.40, 0.02V, 1432253.62, 0.71
8084, 0.1, 27.60, 0.02V, 1474057.88, 0.69
8142, 0.1, 27.60, 0.02V, 1474057.88, 0.69
8201, 0.1, 24.20, 0.02V, 1682562.00, 0.62
8260, 0.1, 26.40, 0.02V, 1541515.25, 0.66
8319, 0.1, 30.00, 0.02V, 1355333.25, 0.74
8377, 0.1, 26.40, 0.02V, 1541515.25, 0.66
8436, 0.1, 24.40, 0.02V, 1668688.50, 0.62
8495, 0.1, 26.80, 0.02V, 1518358.25, 0.67
8553, 0.1, 24.20, 0.02V, 1682562.00, 0.62
8612, 0.1, 27.40, 0.02V, 1484890.62, 0.68
8671, 0.1, 27.40, 0.02V, 1484890.62, 0.68
8730, 0.1, 22.40, 0.02V, 1818571.50, 0.58
8788, 0.1, 24.80, 0.02V, 1641613.00, 0.63
8847, 0.1, 30.20, 0.02V, 1346291.38, 0.74
8906, 0.1, 31.00, 0.02V, 1311290.38, 0.76
8964, 0.1, 32.40, 0.03V, 1254197.50, 0.79
9023, 0.1, 25.20, 0.02V, 1615396.75, 0.64
9082, 0.1, 28.60, 0.02V, 1422167.88, 0.71
9141, 0.1, 27.00, 0.02V, 1507037.00, 0.68
9199, 0.1, 27.40, 0.02V, 1484890.62, 0.68
9258, 0.1, 29.40, 0.02V, 1383197.38, 0.73
9317, 0.1, 28.60, 0.02V, 1422167.88, 0.71
9376, 0.1, 27.20, 0.02V, 1495882.25, 0.68
9434, 0.1, 27.60, 0.02V, 1474057.88, 0.69
9493, 0.1, 27.60, 0.02V, 1474057.88, 0.69
9552, 0.1, 27.40, 0.02V, 1484890.62, 0.68
9611, 0.1, 27.60, 0.02V, 1474057.88, 0.69
9670, 0.1, 25.00, 0.02V, 1628400.00, 0.63
9728, 0.1, 25.40, 0.02V, 1602598.38, 0.64
9787, 0.1, 24.80, 0.02V, 1641613.00, 0.63
9846, 0.1, 27.40, 0.02V, 1484890.62, 0.68
9904, 0.1, 32.60, 0.03V, 1246441.75, 0.79
9963, 0.1, 32.20, 0.03V, 1262049.62, 0.78
10022, 0.1, 27.80, 0.02V, 1463381.38, 0.69
10081, 0.1, 27.80, 0.02V, 1463381.38, 0.69
10140, 0.1, 23.40, 0.02V, 1740427.25, 0.60
10198, 0.1, 29.00, 0.02V, 1402413.75, 0.72
10257, 0.1, 26.40, 0.02V, 1541515.25, 0.66
10316, 0.1, 24.60, 0.02V, 1655040.62, 0.62
10374, 0.1, 27.80, 0.02V, 1463381.38, 0.69
10433, 0.1, 26.60, 0.02V, 1529849.50, 0.67
10492, 0.1, 25.80, 0.02V, 1577596.88, 0.65
10551, 0.1, 26.00, 0.02V, 1565384.62, 0.65
10610, 0.1, 28.40, 0.02V, 1432253.62, 0.71
10668, 0.1, 21.80, 0.02V, 1868899.25, 0.56
10727, 0.1, 27.80, 0.02V, 1463381.38, 0.69
10786, 0.1, 29.20, 0.02V, 1392739.75, 0.72
10844, 0.1, 29.20, 0.02V, 1392739.75, 0.72
10903, 0.1, 30.00, 0.02V, 1355333.25, 0.74
10962, 0.1, 28.00, 0.02V, 1452857.00, 0.70
11020, 0.1, 26.00, 0.02V, 1565384.62, 0.65
11079, 0.1, 28.80, 0.02V, 1412222.25, 0.71
11138, 0.1, 28.40, 0.02V, 1432253.62, 0.71
11197, 0.1, 29.00, 0.02V, 1402413.75, 0.72
11255, 0.1, 27.00, 0.02V, 1507037.00, 0.68
11314, 0.1, 28.80, 0.02V, 1412222.25, 0.71
11373, 0.1, 29.40, 0.02V, 1383197.38, 0.73
11432, 0.1, 30.40, 0.02V, 1337368.50, 0.75
11490, 0.1, 29.00, 0.02V, 1402413.75, 0.72
11549, 0.1, 28.80, 0.02V, 1412222.25, 0.71
11608, 0.1, 26.40, 0.02V, 1541515.25, 0.66
11666, 0.1, 29.80, 0.02V, 1364496.62, 0.74
11725, 0.1, 28.80, 0.02V, 1412222.25, 0.71
11784, 0.1, 24.60, 0.02V, 1655040.62, 0.62
11842, 0.1, 29.00, 0.02V, 1402413.75, 0.72
11901, 0.1, 28.80, 0.02V, 1412222.25, 0.71
11960, 0.1, 29.40, 0.02V, 1383197.38, 0.73
12019, 0.1, 24.80, 0.02V, 1641613.00, 0.63
12077, 0.2, 23.20, 0.02V, 1755517.12, 0.59
12136, 0.2, 31.40, 0.03V, 1294458.62, 0.77
12195, 0.2, 34.60, 0.03V, 1173815.12, 0.83
12254, 0.2, 40.20, 0.03V, 1008905.44, 0.95
12312, 0.2, 42.80, 0.03V, 947009.44, 1.00
12371, 0.2, 41.20, 0.03V, 984174.75, 0.97
12429, 0.2, 44.20, 0.04V, 916696.75, 1.03
12488, 0.2, 46.00, 0.04V, 880434.75, 1.06
12546, 0.2, 45.20, 0.04V, 896194.69, 1.05
12605, 0.2, 45.20, 0.04V, 896194.69, 1.05
12663, 0.2, 46.00, 0.04V, 880434.75, 1.06
12722, 0.2, 47.20, 0.04V, 857796.62, 1.09
12781, 0.2, 49.60, 0.04V, 815806.50, 1.13
12839, 0.2, 36.00, 0.03V, 1127777.75, 0.86
12898, 0.2, 48.40, 0.04V, 836281.00, 1.11
12956, 0.2, 48.00, 0.04V, 843333.38, 1.10
13015, 0.2, 47.60, 0.04V, 850504.25, 1.09
13074, 0.2, 50.40, 0.04V, 802698.38, 1.15
13132, 0.2, 53.60, 0.04V, 754179.12, 1.21
13191, 0.2, 48.20, 0.04V, 839792.56, 1.11
13250, 0.2, 49.80, 0.04V, 812489.94, 1.14
13308, 0.2, 45.00, 0.04V, 900222.25, 1.04
13367, 0.2, 48.80, 0.04V, 829344.25, 1.12
13425, 0.2, 46.20, 0.04V, 876580.06, 1.07
13484, 0.2, 48.80, 0.04V, 829344.25, 1.12
13543, 0.2, 47.00, 0.04V, 861489.44, 1.08
13601, 0.2, 48.80, 0.04V, 829344.25, 1.12
13660, 0.2, 50.80, 0.04V, 796299.19, 1.16
13718, 0.2, 49.60, 0.04V, 815806.50, 1.13
13777, 0.2, 49.60, 0.04V, 815806.50, 1.13
13835, 0.2, 50.80, 0.04V, 796299.19, 1.16
13894, 0.2, 45.60, 0.04V, 888245.62, 1.05
13953, 0.2, 48.40, 0.04V, 836281.00, 1.11
14011, 0.2, 47.20, 0.04V, 857796.62, 1.09
14070, 0.2, 44.00, 0.04V, 920909.12, 1.02
14129, 0.2, 53.80, 0.04V, 751338.25, 1.21
14187, 0.2, 53.20, 0.04V, 759924.75, 1.20
14246, 0.2, 48.40, 0.04V, 836281.00, 1.11
14304, 0.2, 47.80, 0.04V, 846903.81, 1.10
14363, 0.2, 48.80, 0.04V, 829344.25, 1.12
14421, 0.2, 50.20, 0.04V, 805936.19, 1.14
14480, 0.2, 50.40, 0.04V, 802698.38, 1.15
14539, 0.2, 51.20, 0.04V, 789999.94, 1.16
14597, 0.2, 48.60, 0.04V, 832798.38, 1.11
14656, 0.2, 50.20, 0.04V, 805936.19, 1.14
14715, 0.2, 51.80, 0.04V, 780733.56, 1.18
14773, 0.2, 48.60, 0.04V, 832798.38, 1.11
14832, 0.2, 50.80, 0.04V, 796299.19, 1.16
14891, 0.2, 48.80, 0.04V, 829344.25, 1.12
14949, 0.2, 49.00, 0.04V, 825918.38, 1.12
15008, 0.2, 52.40, 0.04V, 771679.38, 1.19
15067, 0.2, 52.40, 0.04V, 771679.38, 1.19
15125, 0.2, 50.40, 0.04V, 802698.38, 1.15
15184, 0.2, 49.00, 0.04V, 825918.38, 1.12
15243, 0.2, 49.00, 0.04V, 825918.38, 1.12
15302, 0.2, 51.60, 0.04V, 783798.44, 1.17
15360, 0.2, 52.40, 0.04V, 771679.38, 1.19
15419, 0.2, 53.80, 0.04V, 751338.25, 1.21
