Millis;DutyCycle;ADC;Voltage(V);Resistance(ohm);LUX
177691; 0,7; 365; 0,29V; 102219,18; 16,15
177742; 0,7; 364; 0,29V; 102527,48; 16,09
177793; 0,7; 364; 0,29V; 102527,48; 16,09
177843; 0,7; 370; 0,30V; 100702,70; 16,45
177894; 0,7; 365; 0,29V; 102219,18; 16,15
177944; 0,7; 364; 0,29V; 102527,48; 16,09
177995; 0,7; 365; 0,29V; 102219,18; 16,15
178045; 0,7; 369; 0,30V; 101002,71; 16,39
178096; 0,7; 353; 0,28V; 106033,99; 15,42
178147; 0,7; 364; 0,29V; 102527,48; 16,09
178197; 0,7; 365; 0,29V; 102219,18; 16,15
178248; 0,7; 365; 0,29V; 102219,18; 16,15
178298; 0,7; 365; 0,29V; 102219,18; 16,15
178349; 0,7; 364; 0,29V; 102527,48; 16,09
178399; 0,7; 363; 0,29V; 102837,46; 16,03
178450; 0,7; 368; 0,30V; 101304,34; 16,33
178501; 0,7; 370; 0,30V; 100702,70; 16,45
178551; 0,7; 370; 0,30V; 100702,70; 16,45
178602; 0,7; 369; 0,30V; 101002,71; 16,39
178652; 0,7; 364; 0,29V; 102527,48; 16,09
178703; 0,7; 363; 0,29V; 102837,46; 16,03
178754; 0,7; 365; 0,29V; 102219,18; 16,15
178804; 0,7; 366; 0,29V; 101912,58; 16,21
178855; 0,7; 364; 0,29V; 102527,48; 16,09
178905; 0,7; 364; 0,29V; 102527,48; 16,09
178956; 0,7; 352; 0,28V; 106363,64; 15,36
179006; 0,7; 363; 0,29V; 102837,46; 16,03
179057; 0,7; 364; 0,29V; 102527,48; 16,09
179108; 0,7; 364; 0,29V; 102527,48; 16,09
179158; 0,7; 365; 0,29V; 102219,18; 16,15
179209; 0,7; 364; 0,29V; 102527,48; 16,09
179259; 0,7; 369; 0,30V; 101002,71; 16,39
179310; 0,7; 364; 0,29V; 102527,48; 16,09
179360; 0,7; 364; 0,29V; 102527,48; 16,09
179411; 0,7; 366; 0,29V; 101912,58; 16,21
179462; 0,7; 363; 0,29V; 102837,46; 16,03
179512; 0,7; 365; 0,29V; 102219,18; 16,15
179563; 0,7; 364; 0,29V; 102527,48; 16,09
179613; 0,7; 368; 0,30V; 101304,34; 16,33
179664; 0,7; 364; 0,29V; 102527,48; 16,09
179715; 0,7; 364; 0,29V; 102527,48; 16,09
179765; 0,7; 364; 0,29V; 102527,48; 16,09
179816; 0,7; 364; 0,29V; 102527,48; 16,09
179866; 0,7; 364; 0,29V; 102527,48; 16,09
179917; 0,7; 363; 0,29V; 102837,46; 16,03
179967; 0,7; 365; 0,29V; 102219,18; 16,15
180018; 0,7; 363; 0,29V; 102837,46; 16,03
180069; 0,7; 364; 0,29V; 102527,48; 16,09
180119; 0,7; 364; 0,29V; 102527,48; 16,09
180170; 0,7; 364; 0,29V; 102527,48; 16,09
180220; 0,7; 382; 0,31V; 97225,13; 17,19
180271; 0,7; 364; 0,29V; 102527,48; 16,09
180322; 0,7; 363; 0,29V; 102837,46; 16,03
180372; 0,7; 364; 0,29V; 102527,48; 16,09
180423; 0,8; 365; 0,29V; 102219,18; 16,15
180473; 0,8; 381; 0,31V; 97506,57; 17,13
180524; 0,8; 395; 0,32V; 93696,20; 18,00
180574; 0,8; 402; 0,32V; 91890,55; 18,45
180625; 0,8; 408; 0,33V; 90392,15; 18,83
180676; 0,8; 410; 0,33V; 89902,44; 18,96
180726; 0,8; 412; 0,33V; 89417,48; 19,09
180777; 0,8; 414; 0,33V; 88937,20; 19,22
180827; 0,8; 414; 0,33V; 88937,20; 19,22
180878; 0,8; 419; 0,34V; 87756,57; 19,54
180928; 0,8; 416; 0,34V; 88461,54; 19,34
180979; 0,8; 414; 0,33V; 88937,20; 19,22
181030; 0,8; 415; 0,33V; 88698,80; 19,28
181080; 0,8; 419; 0,34V; 87756,57; 19,54
181131; 0,8; 416; 0,34V; 88461,54; 19,34
181181; 0,8; 415; 0,33V; 88698,80; 19,28
181232; 0,8; 417; 0,34V; 88225,42; 19,41
181283; 0,8; 416; 0,34V; 88461,54; 19,34
181333; 0,8; 415; 0,33V; 88698,80; 19,28
181384; 0,8; 421; 0,34V; 87292,16; 19,67
181434; 0,8; 416; 0,34V; 88461,54; 19,34
181485; 0,8; 416; 0,34V; 88461,54; 19,34
181535; 0,8; 415; 0,33V; 88698,80; 19,28
181586; 0,8; 414; 0,33V; 88937,20; 19,22
181637; 0,8; 416; 0,34V; 88461,54; 19,34
181687; 0,8; 416; 0,34V; 88461,54; 19,34
181738; 0,8; 411; 0,33V; 89659,37; 19,02
181788; 0,8; 415; 0,33V; 88698,80; 19,28
181839; 0,8; 415; 0,33V; 88698,80; 19,28
181890; 0,8; 403; 0,32V; 91637,72; 18,51
181940; 0,8; 415; 0,33V; 88698,80; 19,28
181991; 0,8; 414; 0,33V; 88937,20; 19,22
182041; 0,8; 416; 0,34V; 88461,54; 19,34
182092; 0,8; 415; 0,33V; 88698,80; 19,28
182142; 0,8; 418; 0,34V; 87990,43; 19,47
182193; 0,8; 421; 0,34V; 87292,16; 19,67
182244; 0,8; 414; 0,33V; 88937,20; 19,22
182294; 0,8; 414; 0,33V; 88937,20; 19,22
182345; 0,8; 416; 0,34V; 88461,54; 19,34
182395; 0,8; 414; 0,33V; 88937,20; 19,22
182446; 0,8; 414; 0,33V; 88937,20; 19,22
182497; 0,8; 414; 0,33V; 88937,20; 19,22
182547; 0,8; 416; 0,34V; 88461,54; 19,34
182598; 0,8; 420; 0,34V; 87523,80; 19,60
182648; 0,8; 416; 0,34V; 88461,54; 19,34
182699; 0,8; 414; 0,33V; 88937,20; 19,22
182749; 0,8; 416; 0,34V; 88461,54; 19,34
182800; 0,8; 414; 0,33V; 88937,20; 19,22
182851; 0,8; 416; 0,34V; 88461,54; 19,34
182901; 0,8; 417; 0,34V; 88225,42; 19,41
182952; 0,8; 414; 0,33V; 88937,20; 19,22
183002; 0,8; 415; 0,33V; 88698,80; 19,28
183053; 0,8; 414; 0,33V; 88937,20; 19,22
183104; 0,8; 414; 0,33V; 88937,20; 19,22
183154; 0,8; 415; 0,33V; 88698,80; 19,28
183205; 0,8; 415; 0,33V; 88698,80; 19,28
183255; 0,8; 420; 0,34V; 87523,80; 19,60
183306; 0,8; 417; 0,34V; 88225,42; 19,41
183356; 0,8; 414; 0,33V; 88937,20; 19,22
183407; 0,8; 420; 0,34V; 87523,80; 19,60
183458; 0,8; 413; 0,33V; 89176,75; 19,15
183508; 0,8; 418; 0,34V; 87990,43; 19,47
183559; 0,8; 403; 0,32V; 91637,72; 18,51
183609; 0,8; 414; 0,33V; 88937,20; 19,22
183660; 0,8; 414; 0,33V; 88937,20; 19,22
183711; 0,8; 417; 0,34V; 88225,42; 19,41
183761; 0,8; 416; 0,34V; 88461,54; 19,34
183812; 0,8; 415; 0,33V; 88698,80; 19,28
183862; 0,8; 416; 0,34V; 88461,54; 19,34
183913; 0,8; 414; 0,33V; 88937,20; 19,22
183963; 0,8; 413; 0,33V; 89176,75; 19,15
184014; 0,8; 418; 0,34V; 87990,43; 19,47
184065; 0,8; 420; 0,34V; 87523,80; 19,60
184115; 0,8; 414; 0,33V; 88937,20; 19,22
184166; 0,8; 416; 0,34V; 88461,54; 19,34
184216; 0,8; 415; 0,33V; 88698,80; 19,28
184267; 0,8; 414; 0,33V; 88937,20; 19,22
184318; 0,8; 413; 0,33V; 89176,75; 19,15
184368; 0,8; 414; 0,33V; 88937,20; 19,22
184419; 0,8; 419; 0,34V; 87756,57; 19,54
184469; 0,8; 414; 0,33V; 88937,20; 19,22
184520; 0,8; 414; 0,33V; 88937,20; 19,22
184570; 0,8; 414; 0,33V; 88937,20; 19,22
184621; 0,8; 414; 0,33V; 88937,20; 19,22
184672; 0,8; 414; 0,33V; 88937,20; 19,22
184722; 0,8; 414; 0,33V; 88937,20; 19,22
184773; 0,8; 418; 0,34V; 87990,43; 19,47
184823; 0,8; 413; 0,33V; 89176,75; 19,15
184874; 0,8; 408; 0,33V; 90392,15; 18,83
184924; 0,8; 417; 0,34V; 88225,42; 19,41
184975; 0,8; 403; 0,32V; 91637,72; 18,51
185026; 0,8; 421; 0,34V; 87292,16; 19,67
185076; 0,8; 402; 0,32V; 91890,55; 18,45
185127; 0,8; 415; 0,33V; 88698,80; 19,28
185177; 0,8; 414; 0,33V; 88937,20; 19,22
185228; 0,8; 414; 0,33V; 88937,20; 19,22
185279; 0,8; 416; 0,34V; 88461,54; 19,34
185329; 0,8; 402; 0,32V; 91890,55; 18,45
185380; 0,8; 414; 0,33V; 88937,20; 19,22
185430; 0,8; 441; 0,36V; 82879,82; 20,99
185481; 0,8; 414; 0,33V; 88937,20; 19,22
185531; 0,8; 414; 0,33V; 88937,20; 19,22
185582; 0,8; 414; 0,33V; 88937,20; 19,22
185633; 0,8; 414; 0,33V; 88937,20; 19,22
185683; 0,8; 414; 0,33V; 88937,20; 19,22
185734; 0,8; 414; 0,33V; 88937,20; 19,22
185784; 0,8; 415; 0,33V; 88698,80; 19,28
185835; 0,8; 414; 0,33V; 88937,20; 19,22
185885; 0,8; 418; 0,34V; 87990,43; 19,47
185936; 0,8; 414; 0,33V; 88937,20; 19,22
185987; 0,8; 403; 0,32V; 91637,72; 18,51
186037; 0,8; 413; 0,33V; 89176,75; 19,15
186088; 0,8; 416; 0,34V; 88461,54; 19,34
186138; 0,8; 414; 0,33V; 88937,20; 19,22
186189; 0,8; 413; 0,33V; 89176,75; 19,15
186240; 0,8; 413; 0,33V; 89176,75; 19,15
186290; 0,8; 414; 0,33V; 88937,20; 19,22
186341; 0,8; 414; 0,33V; 88937,20; 19,22
186391; 0,8; 413; 0,33V; 89176,75; 19,15
186442; 0,9; 418; 0,34V; 87990,43; 19,47
186492; 0,9; 432; 0,35V; 84814,81; 20,39
186543; 0,9; 443; 0,36V; 82460,49; 21,12
186594; 0,9; 451; 0,36V; 80820,40; 21,66
186644; 0,9; 456; 0,37V; 79824,56; 22,00
186695; 0,9; 459; 0,37V; 79237,47; 22,20
186745; 0,9; 460; 0,37V; 79043,48; 22,27
186796; 0,9; 493; 0,40V; 73083,16; 24,56
186847; 0,9; 464; 0,37V; 78275,86; 22,54
186897; 0,9; 468; 0,38V; 77521,36; 22,82
186948; 0,9; 463; 0,37V; 78466,52; 22,47
186998; 0,9; 463; 0,37V; 78466,52; 22,47
187049; 0,9; 464; 0,37V; 78275,86; 22,54
187099; 0,9; 466; 0,38V; 77896,99; 22,68
187150; 0,9; 464; 0,37V; 78275,86; 22,54
187201; 0,9; 452; 0,36V; 80619,47; 21,72
187251; 0,9; 464; 0,37V; 78275,86; 22,54
187302; 0,9; 464; 0,37V; 78275,86; 22,54
187352; 0,9; 452; 0,36V; 80619,47; 21,72
187403; 0,9; 463; 0,37V; 78466,52; 22,47
187454; 0,9; 465; 0,37V; 78086,02; 22,61
187504; 0,9; 492; 0,40V; 73252,03; 24,49
187555; 0,9; 464; 0,37V; 78275,86; 22,54
187605; 0,9; 472; 0,38V; 76779,66; 23,09
187656; 0,9; 463; 0,37V; 78466,52; 22,47
187706; 0,9; 462; 0,37V; 78658,01; 22,40
187757; 0,9; 466; 0,38V; 77896,99; 22,68
187808; 0,9; 464; 0,37V; 78275,86; 22,54
187858; 0,9; 463; 0,37V; 78466,52; 22,47
187909; 0,9; 464; 0,37V; 78275,86; 22,54
187959; 0,9; 464; 0,37V; 78275,86; 22,54
188010; 0,9; 465; 0,37V; 78086,02; 22,61
188060; 0,9; 462; 0,37V; 78658,01; 22,40
188111; 0,9; 462; 0,37V; 78658,01; 22,40
188162; 0,9; 462; 0,37V; 78658,01; 22,40
188212; 0,9; 465; 0,37V; 78086,02; 22,61
188263; 0,9; 464; 0,37V; 78275,86; 22,54
188313; 0,9; 460; 0,37V; 79043,48; 22,27
188364; 0,9; 463; 0,37V; 78466,52; 22,47
188415; 0,9; 463; 0,37V; 78466,52; 22,47
188465; 0,9; 452; 0,36V; 80619,47; 21,72
188516; 0,9; 462; 0,37V; 78658,01; 22,40
188566; 0,9; 462; 0,37V; 78658,01; 22,40
188617; 0,9; 451; 0,36V; 80820,40; 21,66
188667; 0,9; 463; 0,37V; 78466,52; 22,47
188718; 0,9; 464; 0,37V; 78275,86; 22,54
188769; 0,9; 464; 0,37V; 78275,86; 22,54
188819; 0,9; 465; 0,37V; 78086,02; 22,61
188870; 0,9; 464; 0,37V; 78275,86; 22,54
188920; 0,9; 463; 0,37V; 78466,52; 22,47
188971; 0,9; 464; 0,37V; 78275,86; 22,54
189022; 0,9; 467; 0,38V; 77708,78; 22,75
189072; 0,9; 462; 0,37V; 78658,01; 22,40
189123; 0,9; 462; 0,37V; 78658,01; 22,40
189173; 0,9; 463; 0,37V; 78466,52; 22,47
189224; 0,9; 465; 0,37V; 78086,02; 22,61
189274; 0,9; 463; 0,37V; 78466,52; 22,47
189325; 0,9; 452; 0,36V; 80619,47; 21,72
189376; 0,9; 462; 0,37V; 78658,01; 22,40
189426; 0,9; 452; 0,36V; 80619,47; 21,72
189477; 0,9; 463; 0,37V; 78466,52; 22,47
189527; 0,9; 463; 0,37V; 78466,52; 22,47
189578; 0,9; 462; 0,37V; 78658,01; 22,40
189629; 0,9; 462; 0,37V; 78658,01; 22,40
189679; 0,9; 448; 0,36V; 81428,56; 21,45
189730; 0,9; 462; 0,37V; 78658,01; 22,40
189780; 0,9; 463; 0,37V; 78466,52; 22,47
189831; 0,9; 462; 0,37V; 78658,01; 22,40
189881; 0,9; 462; 0,37V; 78658,01; 22,40
189932; 0,9; 456; 0,37V; 79824,56; 22,00
189983; 0,9; 463; 0,37V; 78466,52; 22,47
190033; 0,9; 462; 0,37V; 78658,01; 22,40
190084; 0,9; 461; 0,37V; 78850,33; 22,34
190134; 0,9; 463; 0,37V; 78466,52; 22,47
190185; 0,9; 461; 0,37V; 78850,33; 22,34
190235; 0,9; 461; 0,37V; 78850,33; 22,34
190286; 0,9; 462; 0,37V; 78658,01; 22,40
190337; 0,9; 467; 0,38V; 77708,78; 22,75
190387; 0,9; 463; 0,37V; 78466,52; 22,47
190438; 0,9; 462; 0,37V; 78658,01; 22,40
190488; 0,9; 462; 0,37V; 78658,01; 22,40
190539; 0,9; 464; 0,37V; 78275,86; 22,54
190590; 0,9; 462; 0,37V; 78658,01; 22,40
190640; 0,9; 462; 0,37V; 78658,01; 22,40
190691; 0,9; 462; 0,37V; 78658,01; 22,40
190741; 0,9; 463; 0,37V; 78466,52; 22,47
190792; 0,9; 464; 0,37V; 78275,86; 22,54
190842; 0,9; 461; 0,37V; 78850,33; 22,34
190893; 0,9; 462; 0,37V; 78658,01; 22,40
190944; 0,9; 462; 0,37V; 78658,01; 22,40
190994; 0,9; 462; 0,37V; 78658,01; 22,40
191045; 0,9; 462; 0,37V; 78658,01; 22,40
191095; 0,9; 461; 0,37V; 78850,33; 22,34
191146; 0,9; 462; 0,37V; 78658,01; 22,40
191197; 0,9; 465; 0,37V; 78086,02; 22,61
191247; 0,9; 462; 0,37V; 78658,01; 22,40
191298; 0,9; 462; 0,37V; 78658,01; 22,40
191348; 0,9; 453; 0,36V; 80419,43; 21,79
191399; 0,9; 462; 0,37V; 78658,01; 22,40
191449; 0,9; 462; 0,37V; 78658,01; 22,40
191500; 0,9; 462; 0,37V; 78658,01; 22,40
191551; 0,9; 462; 0,37V; 78658,01; 22,40
191601; 0,9; 465; 0,37V; 78086,02; 22,61
191652; 0,9; 462; 0,37V; 78658,01; 22,40
191702; 0,9; 461; 0,37V; 78850,33; 22,34
191753; 0,9; 462; 0,37V; 78658,01; 22,40
191804; 0,9; 462; 0,37V; 78658,01; 22,40
191854; 0,9; 453; 0,36V; 80419,43; 21,79
191905; 0,9; 462; 0,37V; 78658,01; 22,40
191955; 0,9; 462; 0,37V; 78658,01; 22,40
192006; 0,9; 462; 0,37V; 78658,01; 22,40
192056; 0,9; 486; 0,39V; 74279,84; 24,07
192107; 0,9; 458; 0,37V; 79432,31; 22,13
192158; 0,9; 462; 0,37V; 78658,01; 22,40
192208; 0,9; 462; 0,37V; 78658,01; 22,40
192259; 0,9; 464; 0,37V; 78275,86; 22,54
192309; 0,9; 462; 0,37V; 78658,01; 22,40
192360; 0,9; 461; 0,37V; 78850,33; 22,34
192411; 0,9; 461; 0,37V; 78850,33; 22,34
192461; 1,0; 462; 0,37V; 78658,01; 22,40
192512; 1,0; 480; 0,39V; 75333,33; 23,65
192562; 1,0; 492; 0,40V; 73252,03; 24,49
192613; 1,0; 499; 0,40V; 72084,17; 24,99
192663; 1,0; 492; 0,40V; 73252,03; 24,49
192714; 1,0; 506; 0,41V; 70948,62; 25,49
192765; 1,0; 517; 0,42V; 69226,30; 26,28
192815; 1,0; 509; 0,41V; 70471,52; 25,70
192866; 1,0; 510; 0,41V; 70313,72; 25,78
192916; 1,0; 510; 0,41V; 70313,72; 25,78
192967; 1,0; 511; 0,41V; 70156,55; 25,85
193018; 1,0; 500; 0,40V; 71919,99; 25,06
193068; 1,0; 511; 0,41V; 70156,55; 25,85
193119; 1,0; 511; 0,41V; 70156,55; 25,85
193169; 1,0; 506; 0,41V; 70948,62; 25,49
193220; 1,0; 511; 0,41V; 70156,55; 25,85
193270; 1,0; 511; 0,41V; 70156,55; 25,85
193321; 1,0; 511; 0,41V; 70156,55; 25,85
193372; 1,0; 510; 0,41V; 70313,72; 25,78
193422; 1,0; 501; 0,40V; 71756,48; 25,13
193473; 1,0; 510; 0,41V; 70313,72; 25,78
193523; 1,0; 511; 0,41V; 70156,55; 25,85
193574; 1,0; 511; 0,41V; 70156,55; 25,85
193625; 1,0; 511; 0,41V; 70156,55; 25,85
193675; 1,0; 511; 0,41V; 70156,55; 25,85
193726; 1,0; 508; 0,41V; 70629,92; 25,63
193776; 1,0; 499; 0,40V; 72084,17; 24,99
193827; 1,0; 510; 0,41V; 70313,72; 25,78
193878; 1,0; 510; 0,41V; 70313,72; 25,78
193928; 1,0; 510; 0,41V; 70313,72; 25,78
193979; 1,0; 499; 0,40V; 72084,17; 24,99
194029; 1,0; 511; 0,41V; 70156,55; 25,85
194080; 1,0; 511; 0,41V; 70156,55; 25,85
194131; 1,0; 526; 0,42V; 67870,73; 26,94
194181; 1,0; 511; 0,41V; 70156,55; 25,85
194232; 1,0; 511; 0,41V; 70156,55; 25,85
194282; 1,0; 511; 0,41V; 70156,55; 25,85
194333; 1,0; 511; 0,41V; 70156,55; 25,85
194383; 1,0; 511; 0,41V; 70156,55; 25,85
194434; 1,0; 511; 0,41V; 70156,55; 25,85
194485; 1,0; 510; 0,41V; 70313,72; 25,78
194535; 1,0; 511; 0,41V; 70156,55; 25,85
194586; 1,0; 511; 0,41V; 70156,55; 25,85
194636; 1,0; 509; 0,41V; 70471,52; 25,70
194687; 1,0; 511; 0,41V; 70156,55; 25,85
194738; 1,0; 510; 0,41V; 70313,72; 25,78
194788; 1,0; 510; 0,41V; 70313,72; 25,78
194839; 1,0; 510; 0,41V; 70313,72; 25,78
194889; 1,0; 510; 0,41V; 70313,72; 25,78
194940; 1,0; 510; 0,41V; 70313,72; 25,78
194990; 1,0; 510; 0,41V; 70313,72; 25,78
195041; 1,0; 511; 0,41V; 70156,55; 25,85
195092; 1,0; 511; 0,41V; 70156,55; 25,85
195142; 1,0; 510; 0,41V; 70313,72; 25,78
195193; 1,0; 511; 0,41V; 70156,55; 25,85
195243; 1,0; 510; 0,41V; 70313,72; 25,78
195294; 1,0; 510; 0,41V; 70313,72; 25,78
195345; 1,0; 510; 0,41V; 70313,72; 25,78
195395; 1,0; 511; 0,41V; 70156,55; 25,85
195446; 1,0; 511; 0,41V; 70156,55; 25,85
195496; 1,0; 511; 0,41V; 70156,55; 25,85
195547; 1,0; 511; 0,41V; 70156,55; 25,85
195598; 1,0; 512; 0,41V; 70000,00; 25,92
195648; 1,0; 520; 0,42V; 68769,23; 26,50
195699; 1,0; 509; 0,41V; 70471,52; 25,70
195749; 1,0; 510; 0,41V; 70313,72; 25,78
195800; 1,0; 511; 0,41V; 70156,55; 25,85
195851; 1,0; 511; 0,41V; 70156,55; 25,85
195901; 1,0; 511; 0,41V; 70156,55; 25,85
195952; 1,0; 510; 0,41V; 70313,72; 25,78
196002; 1,0; 509; 0,41V; 70471,52; 25,70
196053; 1,0; 510; 0,41V; 70313,72; 25,78
196104; 1,0; 510; 0,41V; 70313,72; 25,78
196154; 1,0; 509; 0,41V; 70471,52; 25,70
196205; 1,0; 510; 0,41V; 70313,72; 25,78
196255; 1,0; 511; 0,41V; 70156,55; 25,85
196306; 1,0; 510; 0,41V; 70313,72; 25,78
196356; 1,0; 511; 0,41V; 70156,55; 25,85
196407; 1,0; 510; 0,41V; 70313,72; 25,78
196458; 1,0; 518; 0,42V; 69073,36; 26,35
196508; 1,0; 511; 0,41V; 70156,55; 25,85
196559; 1,0; 511; 0,41V; 70156,55; 25,85
196609; 1,0; 510; 0,41V; 70313,72; 25,78
196660; 1,0; 510; 0,41V; 70313,72; 25,78
196711; 1,0; 510; 0,41V; 70313,72; 25,78
196761; 1,0; 509; 0,41V; 70471,52; 25,70
196812; 1,0; 511; 0,41V; 70156,55; 25,85
196862; 1,0; 507; 0,41V; 70788,95; 25,56
196913; 1,0; 510; 0,41V; 70313,72; 25,78
196964; 1,0; 509; 0,41V; 70471,52; 25,70
197014; 1,0; 509; 0,41V; 70471,52; 25,70
197065; 1,0; 520; 0,42V; 68769,23; 26,50
197115; 1,0; 510; 0,41V; 70313,72; 25,78
197166; 1,0; 509; 0,41V; 70471,52; 25,70
197216; 1,0; 510; 0,41V; 70313,72; 25,78
197267; 1,0; 511; 0,41V; 70156,55; 25,85
197318; 1,0; 509; 0,41V; 70471,52; 25,70
197368; 1,0; 511; 0,41V; 70156,55; 25,85
197419; 1,0; 509; 0,41V; 70471,52; 25,70
197469; 1,0; 511; 0,41V; 70156,55; 25,85
197520; 1,0; 511; 0,41V; 70156,55; 25,85
197571; 1,0; 511; 0,41V; 70156,55; 25,85
197621; 1,0; 509; 0,41V; 70471,52; 25,70
197672; 1,0; 510; 0,41V; 70313,72; 25,78
197722; 1,0; 511; 0,41V; 70156,55; 25,85
197773; 1,0; 509; 0,41V; 70471,52; 25,70
197824; 1,0; 510; 0,41V; 70313,72; 25,78
197874; 1,0; 510; 0,41V; 70313,72; 25,78
197925; 1,0; 509; 0,41V; 70471,52; 25,70
197975; 1,0; 509; 0,41V; 70471,52; 25,70
198026; 1,0; 509; 0,41V; 70471,52; 25,70
198076; 1,0; 510; 0,41V; 70313,72; 25,78
198127; 1,0; 509; 0,41V; 70471,52; 25,70
198178; 1,0; 511; 0,41V; 70156,55; 25,85
198228; 1,0; 509; 0,41V; 70471,52; 25,70
198279; 1,0; 509; 0,41V; 70471,52; 25,70
198329; 1,0; 509; 0,41V; 70471,52; 25,70
198380; 1,0; 509; 0,41V; 70471,52; 25,70
198431; 1,0; 509; 0,41V; 70471,52; 25,70
